iter	RMSE
143	0.04260865539
144	0.04258745423
145	0.04256542394
146	0.04249738208
147	0.04247461904
148	0.04246081941
149	0.04238291528
150	0.04233612575
151	0.04228172602
152	0.04226410648
153	0.04223724709
154	0.0422080627
155	0.04215943346
156	0.04203080758
157	0.04202152137
158	0.04200654228
159	0.04199149718
160	0.04199126969
161	0.04198480285
162	0.04197789234
163	0.04196532459
164	0.04195296933
165	0.04194445627
166	0.04190462111
167	0.04189177422
168	0.04179580764
169	0.04178033555
170	0.04178022077
171	0.04165678215
172	0.04163516157
173	0.04163516149
174	0.04162070618
175	0.04161151807
176	0.04156601008
177	0.04154212355
178	0.04152807382
179	0.04145240632
180	0.04131754603
181	0.04129178321
182	0.04125802975
183	0.04124588964
184	0.04122932137
185	0.0411762909
186	0.04116195491
187	0.04113822288
188	0.04112110245
189	0.0410389924
190	0.04099392063
191	0.0409819174
192	0.04096973091
193	0.0409506035
194	0.04092276943
195	0.0408123375
196	0.04073237512
197	0.04070481785
198	0.04069326308
199	0.04069326159
200	0.04067055001
201	0.04066500875
202	0.04065031528
203	0.04059403491
204	0.04057155083
205	0.04053372615
206	0.04053372612
207	0.04051114992
208	0.04043021583
209	0.04041473008
210	0.0404147234
211	0.04035112128
212	0.04034442232
213	0.04033905618
214	0.04033749593
215	0.04030812867
216	0.04030812553
217	0.04028590043
218	0.04027441515
219	0.04024403137
220	0.04022932462
221	0.0402145602
222	0.04017526091
223	0.04016219686
224	0.04008665006
225	0.04006351845
226	0.04003468324
227	0.04001072523
228	0.03999675834
229	0.03992979204
230	0.03990455922
231	0.0398841714
232	0.03988408752
233	0.03986692704
234	0.03984506984
235	0.03981967322
236	0.03980083659
237	0.03972230622
238	0.03971713393
239	0.03970585081
240	0.03968875382
241	0.0396675416
242	0.03957685857
243	0.03950107972
244	0.0394854624
245	0.03945687021
246	0.03943000563
247	0.0394035238
248	0.03939849815
249	0.03938078458
250	0.03936532851
251	0.03935599227
252	0.039328847
253	0.03931919471
254	0.03930229291
255	0.03928837976
256	0.03926692759
257	0.03923345443
258	0.03916237906
259	0.03910828576
260	0.03908768179
261	0.0390527907
262	0.03903607172
263	0.03901754711
264	0.03899842753
265	0.0389344498
266	0.03891189237
267	0.03889458621
268	0.03886708724
269	0.03881594787
270	0.03875810761
271	0.03871088905
272	0.03867901288
273	0.03866638483
274	0.03865392279
275	0.0385620093
276	0.03853399705
277	0.038519594
278	0.03849945547
279	0.03847857191
280	0.03844255466
281	0.03843341022
282	0.03841683695
283	0.03839640493
284	0.03838854246
285	0.03836604836
286	0.03833548498
287	0.03832037298
288	0.03830981807
289	0.03828859211
290	0.03827880583
291	0.03827839155
292	0.03826477775
293	0.03821195603
294	0.03820413108
295	0.03819768753
296	0.03819151439
297	0.03817374844
298	0.03809979435
299	0.03809064512
300	0.0380819675
301	0.03807870656
302	0.03806634887
303	0.03805914171
304	0.03805107787
305	0.0380460567
306	0.0380396863
307	0.03802800078
308	0.03801585852
309	0.0379867589
310	0.03797715884
311	0.03796291239
312	0.03795380616
313	0.03791824808
314	0.03790807137
315	0.03790154822
316	0.03789220134
317	0.03788191105
318	0.03786205764
319	0.03780168851
320	0.03778023426
321	0.03774406597
322	0.03773843765
323	0.03773169958
324	0.03772082136
325	0.03771873647
326	0.03771142963
327	0.03770525622
328	0.03769862376
329	0.03768291547
330	0.03766176423
331	0.03765311949
332	0.03764400386
333	0.03762497628
334	0.03761600429
335	0.03760432441
336	0.03759628555
337	0.03755114577
338	0.03754132721
339	0.03753410481
340	0.03751580002
341	0.03750384731
342	0.03749265533
343	0.03748066294
344	0.03747929002
345	0.03746709718
346	0.03746568254
347	0.03744774986
348	0.03742913648
349	0.03741443624
350	0.03740579949
351	0.03739742721
352	0.0373883764
353	0.03737220952
354	0.03735607577
355	0.03734902917
356	0.03734746222
357	0.03732777375
358	0.03730772978
359	0.03729518096
360	0.03729105779
361	0.03728466971
362	0.03725825156
363	0.03723742308
364	0.03721349245
365	0.03715082971
366	0.0371456054
367	0.03713598625
368	0.03711899491
369	0.03710236062
370	0.03709473837
371	0.03707183882
372	0.03706439912
373	0.03706119854
374	0.03705591777
375	0.03704074337
376	0.03703574856
377	0.03702667749
378	0.0370158026
379	0.03700664664
380	0.03700438921
381	0.03699924315
382	0.03698528876
383	0.03694539707
384	0.03694037371
385	0.03689722666
386	0.0368956932
387	0.03689110528
388	0.03686876277
389	0.03685912413
390	0.03685196678
391	0.03683628736
392	0.03682620953
393	0.03680976333
394	0.03680209468
395	0.03678710552
396	0.03678557264
397	0.03678492354
398	0.03677108039
399	0.03676442019
400	0.03675646277
401	0.03675010143
402	0.03669545734
403	0.03664362866
404	0.03662345077
405	0.03662267676
406	0.03661408113
407	0.03659959808
408	0.03658422276
409	0.03656498435
410	0.03655069642
411	0.03654865404
412	0.03653583455
413	0.03652700651
414	0.03652135667
415	0.03649534635
416	0.03648181885
417	0.0364760384
418	0.03641852913
419	0.03641144728
420	0.03639789575
421	0.03639557946
422	0.03639001979
423	0.03637668277
424	0.03637115357
425	0.03635947876
426	0.03634055405
427	0.03633013897
428	0.036323729
429	0.0363198174
430	0.0363095273
431	0.03630545825
432	0.03628754521
433	0.03628559431
434	0.03627438386
435	0.03625940382
436	0.03625419699
437	0.03624577029
438	0.03624473957
439	0.03623134664
440	0.03622223725
441	0.03622154067
442	0.03620806295
443	0.03620518824
444	0.03619244987
445	0.03618601607
446	0.03617378672
447	0.03614237554
448	0.03612879718
449	0.0361192031
450	0.03610996445
451	0.03610195541
452	0.03610178116
453	0.03609645056
454	0.03608581353
455	0.03608442639
456	0.03607235577
457	0.0360697969
458	0.03606738242
459	0.03603745612
460	0.03602455293
461	0.03601340841
462	0.03601079663
463	0.03600169418
464	0.03599078763
465	0.03596934259
466	0.03596629409
467	0.03596419764
468	0.03596193303
469	0.03595047179
470	0.03593483212
471	0.03590836244
472	0.03590271812
473	0.03589533274
474	0.0358838936
475	0.03587294996
476	0.03586521922
477	0.03585197829
478	0.03584163132
479	0.03582172221
480	0.03581150957
481	0.03580656795
482	0.03580037523
483	0.03579763773
484	0.03578535058
485	0.0357730066
486	0.03576220099
487	0.03573875224
488	0.03573494818
489	0.03570326091
490	0.03570066674
491	0.035678366
492	0.03567094054
493	0.03565860437
494	0.03565205013
495	0.03563502849
496	0.03562346012
497	0.0356144443
498	0.03561198368
499	0.0355899121
500	0.03557740764
501	0.03557576215
502	0.03557355403
503	0.03555282656
504	0.03555104819
505	0.03553242918
506	0.03552870443
507	0.03552173582
508	0.03551345001
509	0.03549862127
510	0.03548729865
511	0.03547992953
512	0.03547951037
513	0.03546477089
514	0.03545218698
515	0.03545011736
516	0.03544182228
517	0.03542882103
518	0.03540639186
519	0.03539941844
520	0.03539450132
521	0.03537960474
522	0.03537528045
523	0.03537440001
524	0.03536856428
525	0.03536239406
526	0.03534216565
527	0.03533285852
528	0.03531898867
529	0.03531178298
530	0.03528473795
531	0.03527608296
532	0.03526362593
533	0.03525170152
534	0.03524790217
535	0.03523007095
536	0.03522108468
537	0.0352159941
538	0.03519649442
539	0.03518691164
540	0.0351806176
541	0.03517797108
542	0.03516860738
543	0.03516111498
544	0.03514966142
545	0.03512705127
546	0.03512594455
547	0.03511092059
548	0.03510849358
549	0.03509601529
550	0.03506509414
551	0.03506124893
552	0.03504905807
553	0.03504605234
554	0.0350424221
555	0.03502705437
556	0.03500047836
557	0.03499409409
558	0.03498074391
559	0.0349678012
560	0.03495909633
561	0.03494443182
562	0.03493175864
563	0.03492963956
564	0.03491155064
565	0.03490816174
566	0.03488888414
567	0.03487778907
568	0.03487413709
569	0.03486947018
570	0.03485810607
571	0.03485241892
572	0.03482815404
573	0.03481963688
574	0.03481575989
575	0.0348099074
576	0.03480093858
577	0.03479512611
578	0.03479295471
579	0.03478795938
580	0.03478295465
581	0.03476906374
582	0.03475727094
583	0.0347525637
584	0.0347467312
585	0.03472983307
586	0.03472192454
587	0.03468869489
588	0.03468379919
589	0.0346797789
590	0.03467185497
591	0.03466767261
592	0.0346550208
593	0.03461734732
594	0.03461160798
595	0.03460465465
596	0.03457755486
597	0.03456726557
598	0.03456442608
599	0.03455390309
600	0.03455357065
601	0.03453616051
602	0.03452988699
603	0.03450584222
604	0.03450048468
605	0.03449495376
606	0.0344615763
607	0.03445084672
608	0.03444127593
609	0.03443212899
610	0.03442565024
611	0.03442266929
612	0.03441122248
613	0.03440714647
614	0.03439870573
615	0.03439407588
616	0.03438599867
617	0.03437913809
618	0.03436986456
619	0.03436499518
620	0.03436205998
621	0.03435485581
622	0.03433216108
623	0.03432995697
624	0.03432285804
625	0.03431826425
626	0.03430889027
627	0.0342995845
628	0.03429132331
629	0.03428345997
630	0.03425113373
631	0.03424492215
632	0.03423158597
633	0.0342222689
634	0.03419262112
635	0.03418577468
636	0.03417208967
637	0.03416182236
638	0.03415348322
639	0.03413984543
640	0.03413163754
641	0.034110655
642	0.03410235735
643	0.03410063232
644	0.0340885965
645	0.0340870695
646	0.03407334015
647	0.0340457269
648	0.03401657015
649	0.03401093104
650	0.03399580155
651	0.03398638231
652	0.03397884823
653	0.03396656851
654	0.03395917676
655	0.03395797387
656	0.03394341391
657	0.03394118893
658	0.0339378306
659	0.03392499422
660	0.03391484097
661	0.03390938048
662	0.03389836727
663	0.03389725711
664	0.03388489675
665	0.03387992861
666	0.03386513159
667	0.03386201612
668	0.03385118525
669	0.03384122583
670	0.03383975586
671	0.03383636534
672	0.03381659109
673	0.03381545328
674	0.033809136
675	0.033800729
676	0.03378596614
677	0.03378494595
678	0.03378200786
679	0.03378155185
680	0.03377634144
681	0.03376806538
682	0.03374900705
683	0.03373581787
684	0.03372329186
685	0.03372076123
686	0.03371432328
687	0.03370930159
688	0.03370286747
689	0.03369532876
690	0.03368994221
691	0.03368180332
692	0.03365731234
693	0.03365041303
694	0.03364281234
695	0.03363235171
696	0.03362974338
697	0.03361427746
698	0.03360081351
699	0.03359385459
700	0.03358052121
701	0.03357508232
702	0.03356743156
703	0.03356330215
704	0.0335572744
705	0.03354311511
706	0.0335405129
707	0.0335360576
708	0.03352903404
709	0.03351495964
710	0.03350966883
711	0.03350798838
712	0.03348980399
713	0.03348135964
714	0.03345369618
715	0.03344849602
716	0.03344032372
717	0.03342360279
718	0.03342172282
719	0.03341537259
720	0.03341032128
721	0.03340758377
722	0.03340036403
723	0.03339120249
724	0.03337555194
725	0.03336700592
726	0.03336213164
727	0.03335191031
728	0.03333022026
729	0.03332221504
730	0.0332989052
731	0.03328938253
732	0.03328031678
733	0.03327184648
734	0.03326939487
735	0.03325735423
736	0.03325400535
737	0.03323688861
738	0.03320654621
739	0.03319779087
740	0.03319478855
741	0.03318820033
742	0.03317955467
743	0.03317175198
744	0.03316431595
745	0.03316340623
746	0.03315880303
747	0.03315246249
748	0.03313197856
749	0.03312832763
750	0.03312470316
751	0.03311656864
752	0.0331087207
753	0.0331048566
754	0.0330979829
755	0.03309088286
756	0.03309062749
757	0.03309047103
758	0.03308431099
759	0.03308076984
760	0.03307763092
761	0.03306901725
762	0.0330608273
763	0.03305656073
764	0.03305394571
765	0.03305389813
766	0.03301794132
767	0.03300929716
768	0.03300062453
769	0.03299779688
770	0.03297417368
771	0.03297167275
772	0.03296955287
773	0.03296505882
774	0.03296459666
775	0.03293575331
776	0.03293206984
777	0.03292399583
778	0.03291991747
779	0.03291770125
780	0.03291506911
781	0.03290505839
782	0.03290321212
783	0.0328856307
784	0.03288428732
785	0.03287833918
786	0.03286753507
787	0.03286602218
788	0.03286024671
789	0.03285933986
790	0.03285783234
791	0.03285174253
792	0.03285089986
793	0.03284568417
794	0.03282804473
795	0.03282039005
796	0.03282033946
797	0.03281183091
798	0.03280784548
799	0.03279481409
800	0.03279441777
801	0.03278421289
802	0.03278028855
803	0.03277773779
804	0.03277334314
805	0.03276686789
806	0.03276320511
807	0.03276008767
808	0.03275130474
809	0.03275005724
810	0.03274610771
811	0.03274534786
812	0.03274496786
813	0.03272032381
814	0.03271015182
815	0.03270928745
816	0.03267718156
817	0.03267155205
818	0.03265256697
819	0.03264808989
820	0.03263298998
821	0.03260242129
822	0.03259074981
823	0.03257486596
824	0.03256446591
825	0.03255989332
826	0.03255745699
827	0.03255142042
828	0.03254699078
829	0.03254104822
830	0.03254039968
831	0.03253196853
832	0.03253051773
833	0.03252441534
834	0.03251482416
835	0.03251246053
836	0.03249328719
837	0.03248765061
838	0.03247793472
839	0.03247497269
840	0.03247404646
841	0.03245585755
842	0.03245241068
843	0.03245027099
844	0.0324437506
845	0.03244132169
846	0.03243652768
847	0.0324308934
848	0.03242633219
849	0.03242265441
850	0.0324033637
851	0.03240332147
852	0.03239872757
853	0.03237672217
854	0.03236928717
855	0.03236333446
856	0.03235934376
857	0.03234176608
858	0.03233289479
859	0.03232923711
860	0.03232546531
861	0.03232320623
862	0.03231891263
863	0.03230864867
864	0.03230228974
865	0.03229559514
866	0.03229243533
867	0.03227916713
868	0.03227654807
869	0.03226083798
870	0.03225869725
871	0.03225380122
872	0.03224996002
873	0.03222342683
874	0.03221739668
875	0.03220879542
876	0.03219220124
877	0.03218045124
878	0.03216758115
879	0.0321631433
880	0.03215436478
881	0.03215185264
882	0.03214881956
883	0.03214629045
884	0.03214274998
885	0.03214076386
886	0.03212999517
887	0.03211658694
888	0.03211427269
889	0.03208927625
890	0.03208631634
891	0.03208479216
892	0.03208104797
893	0.03207583901
894	0.03205606027
895	0.03203409304
896	0.03201261879
897	0.03200962394
898	0.03196450876
899	0.03196064751
900	0.0319550176
901	0.031942391
902	0.03194004747
903	0.03193636043
904	0.03193138053
905	0.03193069835
906	0.03192529305
907	0.03190396832
908	0.03190203881
909	0.03189877854
910	0.03187874556
911	0.03187545755
912	0.03186797095
913	0.03186665342
914	0.03185543333
915	0.03184777473
916	0.03183880124
917	0.03181952422
918	0.03181269484
919	0.0318036463
920	0.03178461634
921	0.03178194411
922	0.03177874821
923	0.03176880947
924	0.0317468568
925	0.03174154882
926	0.03173549265
927	0.03171834174
928	0.03171767958
929	0.03171272171
930	0.03169537806
931	0.03169494924
932	0.0316825906
933	0.03168000474
934	0.03167434445
935	0.03163683747
936	0.03163100657
937	0.03162637057
938	0.03162306876
939	0.03160493998
940	0.03159621637
941	0.03159140284
942	0.03155781257
943	0.03155211973
944	0.03154580752
945	0.03154199423
946	0.03153918776
947	0.03153224538
948	0.03152395976
949	0.0315107012
950	0.03150601251
951	0.03149544667
952	0.03148983443
953	0.03147362661
954	0.03146766464
955	0.0314651767
956	0.03146335066
957	0.03146036424
958	0.03144672126
959	0.03144358301
960	0.03143927525
961	0.03143145152
962	0.03142559603
963	0.03142074912
964	0.03141354762
965	0.03141224148
966	0.03140730722
967	0.0314035189
968	0.0313811382
969	0.03137997096
970	0.03137644875
971	0.03137472949
972	0.03137202279
973	0.03137080057
974	0.03136830153
975	0.03136247701
976	0.03136115095
977	0.03135845666
978	0.03135281069
979	0.03134095754
980	0.03133855513
981	0.03133383671
982	0.03132353046
983	0.03131900871
984	0.03131753143
985	0.03131723293
986	0.03131223449
987	0.03131011178
988	0.03130896547
989	0.03130445992
990	0.03129745448
991	0.03129456428
992	0.03127340503
993	0.03126901472
994	0.03126515274
995	0.03125977151
996	0.03125505238
997	0.0312495007
998	0.03124621819
999	0.03124148609
